sku,name,main_category,price,weight_grams,description_temp,composition_temp,source_note
,КРАБ СУРИМИ самые вкусные на рынке,Всё для суши и японской кухни,80,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,СЫР СЛИВОЧНЫЙ,Всё для суши и японской кухни,80,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,ТУНЕЦ,Всё для суши и японской кухни,120,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,РИС ДЛЯ РОЛЛОВ ОТВАРНОЙ,Всё для суши и японской кухни,180,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,ТОРТИЛЬЯ СЫРНАЯ ДЛЯ РОЛЛОВ,Всё для суши и японской кухни,30,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,РИС ДЛЯ СУШИ 1 кг,Всё для суши и японской кухни,175,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,СУХАРИ ПАНИРОВОЧНЫЕ ДЛЯ ГОРЯЧИХ РОЛЛ,Всё для суши и японской кухни,50,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,МУКА ТЕМПУРНАЯ ДЛЯ ГОРЯЧИХ РОЛЛОВ,Всё для суши и японской кухни,50,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,ИКРА ЛЕТУЧЕЙ РЫБЫ 100% ТОБИКО (500 гр),Всё для суши и японской кухни,1800,500,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,ИКРА ЛЕТУЧЕЙ РЫБЫ 100% ТОБИКО (50 гр),Всё для суши и японской кухни,190,50,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,ХРУСТЯЩИЙ ЖАРЕНЫЙ ЛУК,Всё для суши и японской кухни,100,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,СТРУЖКА ТУНЦА (БОНИТО),Всё для суши и японской кухни,150,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,ТАКУАН (МАРИНОВАННАЯ РЕДЬКА ДАЙКОН),Всё для суши и японской кухни,50,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,ЦИНОВКА (КОВРИК) ДЛЯ ПРИГОТОВЛЕНИЯ РОЛ,Всё для суши и японской кухни,150,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,КУНЖУТ ЧЕРНЫЙ 1 КГ,Всё для суши и японской кухни,550,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,КУНЖУТ ЧЕРНЫЙ на развес,Всё для суши и японской кухни,70,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,КУНЖУТ БЕЛЫЙ ЖАРЕНЫЙ 1 КГ,Всё для суши и японской кухни,550,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,КУНЖУТ БЕЛЫЙ ЖАРЕНЫЙ на развес,Всё для суши и японской кухни,70,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,ГРИБЫ ШИИТАКЕ ОТВАРНЫЕ,Всё для суши и японской кухни,100,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,ГРИБЫ ШИИТАКЕ СУШЕНЫЕ 1,Всё для суши и японской кухни,1499,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,ГРИБЫ ШИИТАКЕ СУШЕНЫЕ,Всё для суши и японской кухни,199,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,ИМБИРЬ МАРИНОВАННЫЙ,Всё для суши и японской кухни,190,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,УГОРЬ ЖАРЕНЫЙ БЕЗ СОУСА,Всё для суши и японской кухни,200,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,ЛИСТ НОРИ 100 ШТ,Всё для суши и японской кухни,2300,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,ЛИСТ НОРИ 1 шт,Всё для суши и японской кухни,25,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,ВАСАБИ ПОРОШОК ОСТРЫЙ,Всё для суши и японской кухни,100,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,"соус устричный, 30г",Добавки к роллам,50,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,"Соус унаги, 50 гр",Добавки к роллам,50,50,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,"Соус унаги, 30 гр",Добавки к роллам,30,30,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,"Соус терияки, 50 гр",Добавки к роллам,50,50,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,"Соус терияки, 30 гр",Добавки к роллам,30,30,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,"Соус сырный, 50 гр",Добавки к роллам,50,50,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,"Соус сырный, 30 гр",Добавки к роллам,30,30,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,"СОУС БАРБЕКЮ, 50г",Добавки к роллам,50,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,"СОУС БАРБЕКЮ, 30г",Добавки к роллам,30,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,"СОУС ОРЕХОВЫЙ, 50г",Добавки к роллам,50,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,"СОУС ОРЕХОВЫЙ, 30г",Добавки к роллам,30,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,"СОУС ФИРМЕННЫЙ (фри / наггетсы), 30гр",Добавки к роллам,30,30,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,"СОУС ФИРМЕННЫЙ (фри / наггетсы), 50гр",Добавки к роллам,50,50,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,Соевый соус фирменный (бутылочка) 100мл,Добавки к роллам,75,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,"Соус спайси (острый), 30г",Добавки к роллам,30,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,"Соус спайси (острый), 50г",Добавки к роллам,50,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,Соевый соус (баночка 40мл),Добавки к роллам,25,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,"ВАСАБИ, 20г",Добавки к роллам,25,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,"ВАСАБИ, 40г",Добавки к роллам,45,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,"ВАСАБИ, 60г",Добавки к роллам,65,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,"ИМБИРЬ, 30г",Добавки к роллам,30,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,"ИМБИРЬ, 50г",Добавки к роллам,50,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
,"ИМБИРЬ, 100г",Добавки к роллам,65,,Описание временно не заполнено. Уточнить состав вручную.,,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
387,Весенний роман,Роллы,790,,"Состав: сыр сливочный, креветки, ц1, авокадо.",нори 1/2; рис 130г; сыр сливочный 20г; креветки (отв) 20г; ц1; авокадо 20г; лосось филе 30г; соус унаги 10г; цветочки съедобные 3шт,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
385,Запечённый Фитнес ролл,Запечённые и жареные роллы,259,,"Состав: перец болг, помидор, огурец, пекинка.",нори 2/3; рис 120г; перец болг 10г; помидор 10г; огурец 10г; пекинка 10г; сырный для запекания 40г; соус унаги 10г; микрозелень горошек,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
